id,year,state,state_po,stage,special,candidate,party_detailed,writein,candidatevotes,totalvotes,unofficial,party_simplified
1,1976,ARIZONA,AZ,gen,FALSE,SAM STEIGER,REPUBLICAN,FALSE,321236,741210,FALSE,REPUBLICAN
2,1976,ARIZONA,AZ,gen,FALSE,WM. MATHEWS FEIGHAN,INDEPENDENT,FALSE,1565,741210,FALSE,OTHER
3,1976,ARIZONA,AZ,gen,FALSE,DENNIS DECONCINI,DEMOCRAT,FALSE,400334,741210,FALSE,DEMOCRAT
4,1976,ARIZONA,AZ,gen,FALSE,ALLAN NORWITZ,LIBERTARIAN,FALSE,7310,741210,FALSE,LIBERTARIAN
5,1976,ARIZONA,AZ,gen,FALSE,BOB FIELD,INDEPENDENT,FALSE,10765,741210,FALSE,OTHER
6,1976,CALIFORNIA,CA,gen,FALSE,JACK MCCOY,AMERICAN INDEPENDENT,FALSE,82739,7470586,FALSE,OTHER
7,1976,CALIFORNIA,CA,gen,FALSE,S. I. (SAM) HAYAKAWA,REPUBLICAN,FALSE,3748973,7470586,FALSE,REPUBLICAN
8,1976,CALIFORNIA,CA,gen,FALSE,JOHN V. TUNNEY,DEMOCRAT,FALSE,3502862,7470586,FALSE,DEMOCRAT
9,1976,CALIFORNIA,CA,gen,FALSE,OMARI MUSA,INDEPENDENT,FALSE,31629,7470586,FALSE,OTHER
10,1976,CALIFORNIA,CA,gen,FALSE,DAVID WALD,PEACE AND FREEDOM,FALSE,104383,7470586,FALSE,OTHER
11,1976,CONNECTICUT,CT,gen,FALSE,"LOWELL P. WEICKER, JR.",REPUBLICAN,FALSE,785683,1361666,FALSE,REPUBLICAN
12,1976,CONNECTICUT,CT,gen,FALSE,SCATTER,,FALSE,558,1361666,FALSE,OTHER
13,1976,CONNECTICUT,CT,gen,FALSE,ROBERT BARNABEI,AMERICAN INDEPENDENT,FALSE,14407,1361666,FALSE,OTHER
14,1976,CONNECTICUT,CT,gen,FALSE,GLORIA SCHAFFER,DEMOCRAT,FALSE,561018,1361666,FALSE,DEMOCRAT
15,1976,DELAWARE,DE,gen,FALSE,THOMAS C. MALONEY,DEMOCRAT,FALSE,98042,224795,FALSE,DEMOCRAT
16,1976,DELAWARE,DE,gen,FALSE,"WILLIAM V. ROTH, JR.",REPUBLICAN,FALSE,125454,224795,FALSE,REPUBLICAN
17,1976,DELAWARE,DE,gen,FALSE,DONALD G. GIES,AMERICAN,FALSE,646,224795,FALSE,OTHER
18,1976,DELAWARE,DE,gen,FALSE,JOHN A. MASSIMILLA,PROHIBITION,FALSE,216,224795,FALSE,OTHER
19,1976,DELAWARE,DE,gen,FALSE,JOSEPH F. MCINERNEY,NONE,FALSE,437,224795,FALSE,OTHER
20,1976,FLORIDA,FL,gen,FALSE,LAWTON CHILES,DEMOCRAT,FALSE,1799518,2857534,FALSE,DEMOCRAT
21,1976,FLORIDA,FL,gen,FALSE,SCATTER,,FALSE,130,2857534,FALSE,OTHER
22,1976,FLORIDA,FL,gen,FALSE,JOHN GRADY,REPUBLICAN,FALSE,1057886,2857534,FALSE,REPUBLICAN
23,1976,HAWAII,HI,gen,FALSE,SPARK M. MATSUNAGA,DEMOCRAT,FALSE,162305,302092,FALSE,DEMOCRAT
24,1976,HAWAII,HI,gen,FALSE,JAMES D. KIMMEL,INDEPENDENT,FALSE,1433,302092,FALSE,OTHER
25,1976,HAWAII,HI,gen,FALSE,WILLIAM QUINN,REPUBLICAN,FALSE,122724,302092,FALSE,REPUBLICAN
26,1976,HAWAII,HI,gen,FALSE,ANTHONY N. HODGES,PROHIBITION,FALSE,14226,302092,FALSE,OTHER
27,1976,HAWAII,HI,gen,FALSE,ROCKNE JOHNSON,LIBERTARIAN,FALSE,1404,302092,FALSE,LIBERTARIAN
28,1976,INDIANA,IN,gen,FALSE,RICHARD G. LUGAR,REPUBLICAN,FALSE,1275833,2161187,FALSE,REPUBLICAN
29,1976,INDIANA,IN,gen,FALSE,VANCE HARTKE,DEMOCRAT,FALSE,868522,2161187,FALSE,DEMOCRAT
30,1976,INDIANA,IN,gen,FALSE,DON L. LEE,INDEPENDENT,FALSE,14321,2161187,FALSE,OTHER
31,1976,INDIANA,IN,gen,FALSE,DAVID LEE HOAGLAND,U.S. LABOR,FALSE,2511,2161187,FALSE,OTHER
32,1976,MAINE,ME,gen,FALSE,ROBERT A. G. MONKS,REPUBLICAN,FALSE,193489,486193,FALSE,REPUBLICAN
33,1976,MAINE,ME,gen,FALSE,EDMUND S. MUSKIE,DEMOCRAT,FALSE,292704,486193,FALSE,DEMOCRAT
34,1976,MARYLAND,MD,gen,FALSE,"J. GLENN BEALL, JR.",REPUBLICAN,FALSE,530439,1365290,FALSE,REPUBLICAN
35,1976,MARYLAND,MD,gen,FALSE,PAUL S. SARBANES,DEMOCRAT,FALSE,772101,1365290,FALSE,DEMOCRAT
36,1976,MARYLAND,MD,gen,FALSE,BRUCE BRADLEY,INDEPENDENT,FALSE,62750,1365290,FALSE,OTHER
37,1976,MASSACHUSETTS,MA,gen,FALSE,CAROL HENDERSON EVANS,SOCIALIST WORKERS,FALSE,26283,2491255,FALSE,OTHER
38,1976,MASSACHUSETTS,MA,gen,FALSE,SCATTER,,FALSE,157,2491255,FALSE,OTHER
39,1976,MASSACHUSETTS,MA,gen,FALSE,MICHAEL S. ROBERTSON,REPUBLICAN,FALSE,722641,2491255,FALSE,REPUBLICAN
40,1976,MASSACHUSETTS,MA,gen,FALSE,H. GRAHAM LOWRY,U.S. LABOR,FALSE,15517,2491255,FALSE,OTHER
41,1976,MASSACHUSETTS,MA,gen,FALSE,EDWARD M. KENNEDY,DEMOCRAT,FALSE,1726657,2491255,FALSE,DEMOCRAT
42,1976,MICHIGAN,MI,gen,FALSE,BETTE JANE ERWIN,LIBERTARIAN,FALSE,8842,3490412,FALSE,LIBERTARIAN
43,1976,MICHIGAN,MI,gen,FALSE,THEODORE G. ALBERT,HUMAN RIGHTS,FALSE,7281,3490412,FALSE,OTHER
44,1976,MICHIGAN,MI,gen,FALSE,MARVIN L. ESCH,REPUBLICAN,FALSE,1635087,3490412,FALSE,REPUBLICAN
45,1976,MICHIGAN,MI,gen,FALSE,"DONALD W. RIEGLE, JR.",DEMOCRAT,FALSE,1831031,3490412,FALSE,DEMOCRAT
46,1976,MICHIGAN,MI,gen,FALSE,FRANK GIRARD,SOCIALIST LABOR,FALSE,2554,3490412,FALSE,OTHER
47,1976,MICHIGAN,MI,gen,FALSE,PAULA L. REIMERS,SOCIALIST WORKERS,FALSE,3399,3490412,FALSE,OTHER
48,1976,MICHIGAN,MI,gen,FALSE,PETER A. SIGNORELLI,U.S. LABOR,FALSE,2218,3490412,FALSE,OTHER
49,1976,MINNESOTA,MN,gen,FALSE,ROBIN E. MILLER,LIBERTARIAN,FALSE,5476,1912020,FALSE,LIBERTARIAN
50,1976,MINNESOTA,MN,gen,FALSE,BILL PETERSON,SOCIALIST WORKERS,FALSE,9380,1912020,FALSE,OTHER
51,1976,MINNESOTA,MN,gen,FALSE,MATT SAVOLA,COMMUNIST,FALSE,2214,1912020,FALSE,OTHER
52,1976,MINNESOTA,MN,gen,FALSE,JERRY BREKKE,REPUBLICAN,FALSE,478602,1912020,FALSE,REPUBLICAN
53,1976,MINNESOTA,MN,gen,FALSE,PAUL HELM,AMERICAN,FALSE,125612,1912020,FALSE,OTHER
54,1976,MINNESOTA,MN,gen,FALSE,HUBERT H. HUMPHREY,DEMOCRAT,FALSE,1290736,1912020,FALSE,DEMOCRAT
55,1976,MISSISSIPPI,MS,gen,FALSE,JOHN C. STENNIS,DEMOCRAT,FALSE,554433,554433,FALSE,DEMOCRAT
56,1976,MISSOURI,MO,gen,FALSE,JOHN C. DANFORTH,REPUBLICAN,FALSE,1090067,1914460,FALSE,REPUBLICAN
57,1976,MISSOURI,MO,gen,FALSE,WARREN E. HEARNES,DEMOCRAT,FALSE,813571,1914460,FALSE,DEMOCRAT
58,1976,MISSOURI,MO,gen,FALSE,LAWRENE (RED) PETTY,INDEPENDENT,FALSE,10822,1914460,FALSE,OTHER
59,1976,MONTANA,MT,gen,FALSE,STANLEY C. BURGER,REPUBLICAN,FALSE,115213,321445,FALSE,REPUBLICAN
60,1976,MONTANA,MT,gen,FALSE,JOHN MELCHER,DEMOCRAT,FALSE,206232,321445,FALSE,DEMOCRAT
61,1976,NEBRASKA,NE,gen,FALSE,NA,NA,TRUE,58,593310,FALSE,OTHER
62,1976,NEBRASKA,NE,gen,FALSE,SCATTER,,FALSE,163,593310,FALSE,OTHER
63,1976,NEBRASKA,NE,gen,FALSE,JOHN Y. MCCOLLISTER,REPUBLICAN,FALSE,279284,593310,FALSE,REPUBLICAN
64,1976,NEBRASKA,NE,gen,FALSE,EDWARD ZORINSKY,DEMOCRAT,FALSE,313805,593310,FALSE,DEMOCRAT
65,1976,NEVADA,NV,gen,FALSE,BYRON D. YOUNG,INDEPENDENT AMERICAN,FALSE,3619,201899,FALSE,OTHER
66,1976,NEVADA,NV,gen,FALSE,DAVID TOWELL,REPUBLICAN,FALSE,63471,201899,FALSE,REPUBLICAN
67,1976,NEVADA,NV,gen,FALSE,OTHER,,FALSE,5288,201899,FALSE,OTHER
68,1976,NEVADA,NV,gen,FALSE,DAN BECAN,LIBERTARIAN,FALSE,2307,201899,FALSE,LIBERTARIAN
69,1976,NEVADA,NV,gen,FALSE,HOWARD W. CANNON,DEMOCRAT,FALSE,127214,201899,FALSE,DEMOCRAT
70,1976,NEW JERSEY,NJ,gen,FALSE,LEIF JOHNSON,LABOR,FALSE,6650,2771390,FALSE,OTHER
71,1976,NEW JERSEY,NJ,gen,FALSE,HANNIBAL CUNDARI,LIBERTARIAN,FALSE,19907,2771390,FALSE,LIBERTARIAN
72,1976,NEW JERSEY,NJ,gen,FALSE,"HARRISON A. WILLIAMS, JR.",DEMOCRAT,FALSE,1681140,2771390,FALSE,DEMOCRAT
73,1976,NEW JERSEY,NJ,gen,FALSE,BERNARDO S. DOGANIERO,SOCIALIST LABOR,FALSE,9185,2771390,FALSE,OTHER
74,1976,NEW JERSEY,NJ,gen,FALSE,DAVID F. NORCROSS,REPUBLICAN,FALSE,1054508,2771390,FALSE,REPUBLICAN
75,1976,NEW MEXICO,NM,gen,FALSE,ERNESTO B. BORUNDA,LA RAZA UNIDA,FALSE,1087,413056,FALSE,OTHER
76,1976,NEW MEXICO,NM,gen,FALSE,JOSEPH M. MONTOYA,DEMOCRAT,FALSE,176382,413056,FALSE,DEMOCRAT
77,1976,NEW MEXICO,NM,gen,FALSE,"MALCOLM ""MATT"" DILLON",AMERICAN,FALSE,906,413056,FALSE,OTHER
78,1976,NEW MEXICO,NM,gen,FALSE,"HARRISON ""JACK"" SCHMITT",REPUBLICAN,FALSE,234681,413056,FALSE,REPUBLICAN
79,1976,NEW YORK,NY,gen,FALSE,MARCIA GALLO,SOCIALIST WORKERS,FALSE,16350,6666875,FALSE,OTHER
80,1976,NEW YORK,NY,gen,FALSE,DANIEL PATRICK MOYNIHAN,LIBERAL,FALSE,184083,6666875,FALSE,OTHER
81,1976,NEW YORK,NY,gen,FALSE,JAMES L. BUCKLEY,CONSERVATIVE,FALSE,311494,6666875,FALSE,OTHER
82,1976,NEW YORK,NY,gen,FALSE,ELIJAH C. BOYD,LABOR,FALSE,6716,6666875,FALSE,OTHER
83,1976,NEW YORK,NY,gen,FALSE,HERBERT APTHEKER,COMMUNIST,FALSE,25141,6666875,FALSE,OTHER
84,1976,NEW YORK,NY,gen,FALSE,MARTIN E. NIXON,LIBERTARIAN,FALSE,10943,6666875,FALSE,LIBERTARIAN
85,1976,NEW YORK,NY,gen,FALSE,OTHER,,FALSE,348498,6666875,FALSE,OTHER
86,1976,NEW YORK,NY,gen,FALSE,JAMES L. BUCKLEY,REPUBLICAN,FALSE,2525139,6666875,FALSE,REPUBLICAN
87,1976,NEW YORK,NY,gen,FALSE,DANIEL PATRICK MOYNIHAN,DEMOCRAT,FALSE,3238511,6666875,FALSE,DEMOCRAT
88,1976,NORTH DAKOTA,ND,gen,FALSE,ROBERT STROUP,REPUBLICAN,FALSE,103466,283062,FALSE,REPUBLICAN
89,1976,NORTH DAKOTA,ND,gen,FALSE,QUENTIN N. BURDICK,DEMOCRAT,FALSE,175772,283062,FALSE,DEMOCRAT
90,1976,NORTH DAKOTA,ND,gen,FALSE,CLARENCE HAGGARD,AMERICAN,FALSE,3824,283062,FALSE,OTHER
91,1976,OHIO,OH,gen,FALSE,EMMA LILA FUNDABURK,INDEPENDENT,FALSE,33285,3920613,FALSE,OTHER
92,1976,OHIO,OH,gen,FALSE,HOWARD M. METZENBAUM,DEMOCRAT,FALSE,1941113,3920613,FALSE,DEMOCRAT
93,1976,OHIO,OH,gen,FALSE,"ROBERT TAFT, JR.",REPUBLICAN,FALSE,1823774,3920613,FALSE,REPUBLICAN
94,1976,OHIO,OH,gen,FALSE,MELISA SINGLER,SOCIALIST WORKERS,FALSE,31805,3920613,FALSE,OTHER
95,1976,OHIO,OH,gen,FALSE,DONALD E. BABCOCK,AMERICAN,FALSE,36979,3920613,FALSE,OTHER
96,1976,OHIO,OH,gen,FALSE,JOHN O'NEILL,INDEPENDENT,FALSE,53657,3920613,FALSE,OTHER
97,1976,PENNSYLVANIA,PA,gen,FALSE,H. JOHN HEINZ III,REPUBLICAN,FALSE,2381891,4546353,FALSE,REPUBLICAN
98,1976,PENNSYLVANIA,PA,gen,FALSE,FREDERICK W. STANTON,SOCIALIST WORKERS,FALSE,5484,4546353,FALSE,OTHER
99,1976,PENNSYLVANIA,PA,gen,FALSE,BERNARD SALERA,LABOR,FALSE,3637,4546353,FALSE,OTHER
100,1976,PENNSYLVANIA,PA,gen,FALSE,FRANK KINCES,COMMUNIST,FALSE,2097,4546353,FALSE,OTHER
101,1976,PENNSYLVANIA,PA,gen,FALSE,ANDREW J. WATSON,CONSTITUTION,FALSE,26028,4546353,FALSE,OTHER
102,1976,PENNSYLVANIA,PA,gen,FALSE,WILLIAM J. GREEN,DEMOCRAT,FALSE,2126977,4546353,FALSE,DEMOCRAT
103,1976,PENNSYLVANIA,PA,gen,FALSE,OTHER,,FALSE,239,4546353,FALSE,OTHER
104,1976,RHODE ISLAND,RI,gen,FALSE,RICHARD P. LORBER,DEMOCRAT,FALSE,167665,398906,FALSE,DEMOCRAT
105,1976,RHODE ISLAND,RI,gen,FALSE,JOHN H. CHAFEE,REPUBLICAN,FALSE,230329,398906,FALSE,REPUBLICAN
106,1976,RHODE ISLAND,RI,gen,FALSE,MARGARET R. CANN,COMMUNIST,FALSE,912,398906,FALSE,OTHER
107,1976,TENNESSEE,TN,gen,FALSE,MARK CLARK BATES,INDEPENDENT,FALSE,5137,1432046,FALSE,OTHER
108,1976,TENNESSEE,TN,gen,FALSE,WILLIE C. JACOX,INDEPENDENT,FALSE,1406,1432046,FALSE,OTHER
109,1976,TENNESSEE,TN,gen,FALSE,NA,NA,TRUE,31,1432046,FALSE,OTHER
110,1976,TENNESSEE,TN,gen,FALSE,JAMES R. SASSER,DEMOCRAT,FALSE,751180,1432046,FALSE,DEMOCRAT
111,1976,TENNESSEE,TN,gen,FALSE,ARNOLD JOSEPH ZANDIE,INDEPENDENT,FALSE,1061,1432046,FALSE,OTHER
112,1976,TENNESSEE,TN,gen,FALSE,BILL BROCK,REPUBLICAN,FALSE,673231,1432046,FALSE,REPUBLICAN
113,1976,TEXAS,TX,gen,FALSE,PEDRO VASQUEZ,SOCIALIST WORKERS,FALSE,20549,3874230,FALSE,OTHER
114,1976,TEXAS,TX,gen,FALSE,MARJORIE P. GALLION,AMERICAN,FALSE,17355,3874230,FALSE,OTHER
115,1976,TEXAS,TX,gen,FALSE,ALAN STEELMAN,REPUBLICAN,FALSE,1636370,3874230,FALSE,REPUBLICAN
116,1976,TEXAS,TX,gen,FALSE,LLOYD BENTSEN,DEMOCRAT,FALSE,2199956,3874230,FALSE,DEMOCRAT
117,1976,UTAH,UT,gen,FALSE,STEVE TROTTER,LIBERTARIAN,FALSE,3026,522108,FALSE,LIBERTARIAN
118,1976,UTAH,UT,gen,FALSE,GEORGE MERL BATCHELOR,AMERICAN,FALSE,4913,522108,FALSE,OTHER
119,1976,UTAH,UT,gen,FALSE,ORRIN G. HATCH,REPUBLICAN,FALSE,290221,522108,FALSE,REPUBLICAN
120,1976,UTAH,UT,gen,FALSE,FRANK E. MOSS,DEMOCRAT,FALSE,223948,522108,FALSE,DEMOCRAT
121,1976,VERMONT,VT,gen,FALSE,ROBERT T. STAFFORD,REPUBLICAN,FALSE,94481,189060,FALSE,REPUBLICAN
122,1976,VERMONT,VT,gen,FALSE,SCATTER,,FALSE,96,189060,FALSE,OTHER
123,1976,VERMONT,VT,gen,FALSE,THOMAS P. SALMON,DEMOCRAT,FALSE,85682,189060,FALSE,DEMOCRAT
124,1976,VERMONT,VT,gen,FALSE,NANCY KAUFMAN,LIBERTY UNION,FALSE,8801,189060,FALSE,OTHER
125,1976,VIRGINIA,VA,gen,FALSE,NA,NA,TRUE,154,1557500,FALSE,OTHER
126,1976,VIRGINIA,VA,gen,FALSE,MARTIN H. PERPER,INDEPENDENT,FALSE,70559,1557500,FALSE,OTHER
127,1976,VIRGINIA,VA,gen,FALSE,E. R. (BUD) ZUMWALT,DEMOCRAT,FALSE,596009,1557500,FALSE,DEMOCRAT
128,1976,VIRGINIA,VA,gen,FALSE,"HARRY F. BYRD, JR.",INDEPENDENT,FALSE,890778,1557500,FALSE,OTHER
129,1976,WASHINGTON,WA,gen,FALSE,"WILLIAM F. WERTZ, JR.",LABOR,FALSE,3389,1491111,FALSE,OTHER
130,1976,WASHINGTON,WA,gen,FALSE,DAVE SMITH,INDEPENDENT,FALSE,28182,1491111,FALSE,OTHER
131,1976,WASHINGTON,WA,gen,FALSE,KARL BERMANN,SOCIALIST WORKERS,FALSE,7402,1491111,FALSE,OTHER
132,1976,WASHINGTON,WA,gen,FALSE,HENRY M. JACKSON,DEMOCRAT,FALSE,1071219,1491111,FALSE,DEMOCRAT
133,1976,WASHINGTON,WA,gen,FALSE,RICHARD K. KENNEY,LIBERTARIAN,FALSE,19373,1491111,FALSE,LIBERTARIAN
134,1976,WASHINGTON,WA,gen,FALSE,GEORGE M. BROWN,REPUBLICAN,FALSE,361546,1491111,FALSE,REPUBLICAN
135,1976,WEST VIRGINIA,WV,gen,FALSE,ROBERT C. BYRD,DEMOCRAT,FALSE,566359,566359,FALSE,DEMOCRAT
136,1976,WISCONSIN,WI,gen,FALSE,MICHAEL A. MACLAURIN,U.S. LABOR,FALSE,2148,1935183,FALSE,OTHER
137,1976,WISCONSIN,WI,gen,FALSE,WILLIAM O. HART,DEMOCRATIC SOCIALIST,FALSE,7354,1935183,FALSE,OTHER
138,1976,WISCONSIN,WI,gen,FALSE,ROBERT E. NORDLANDER,SOCIALIST LABOR,FALSE,1731,1935183,FALSE,OTHER
139,1976,WISCONSIN,WI,gen,FALSE,WILLIAM PROXMIRE,DEMOCRAT,FALSE,1396970,1935183,FALSE,DEMOCRAT
140,1976,WISCONSIN,WI,gen,FALSE,ROBERT SCHWARZ,SOCIALIST WORKERS,FALSE,4876,1935183,FALSE,OTHER
141,1976,WISCONSIN,WI,gen,FALSE,SCATTER,,FALSE,202,1935183,FALSE,OTHER
142,1976,WISCONSIN,WI,gen,FALSE,STANLEY YORK,REPUBLICAN,FALSE,521902,1935183,FALSE,REPUBLICAN
143,1976,WYOMING,WY,gen,FALSE,GALE MCGEE,DEMOCRAT,FALSE,70558,155368,FALSE,DEMOCRAT
144,1976,WYOMING,WY,gen,FALSE,MALCOLM WALLOP,REPUBLICAN,FALSE,84810,155368,FALSE,REPUBLICAN
145,1978,ALABAMA,AL,gen,FALSE,JEROME B. COUCH,PROHIBITION,FALSE,34951,582005,FALSE,OTHER
146,1978,ALABAMA,AL,gen,TRUE,JAMES D. MARTIN,REPUBLICAN,FALSE,316170,729842,FALSE,REPUBLICAN
147,1978,ALABAMA,AL,gen,TRUE,MICHAEL R. A. ERDEY,LIBERTARIAN,FALSE,6006,729842,FALSE,LIBERTARIAN
148,1978,ALABAMA,AL,gen,TRUE,DONALD STEWART,DEMOCRAT,FALSE,401852,729842,FALSE,DEMOCRAT
149,1978,ALABAMA,AL,gen,FALSE,HOWELL HEFLIN,DEMOCRAT,FALSE,547054,582005,FALSE,DEMOCRAT
150,1978,ALABAMA,AL,gen,TRUE,A. J. KILLINSWORTH,PROHIBITION,FALSE,5814,729842,FALSE,OTHER
151,1978,ALASKA,AK,gen,FALSE,DONALD HOBBS,DEMOCRAT,FALSE,29574,122741,FALSE,DEMOCRAT
152,1978,ALASKA,AK,gen,FALSE,NA,NA,TRUE,384,122741,FALSE,OTHER
153,1978,ALASKA,AK,gen,FALSE,TED STEVENS,REPUBLICAN,FALSE,92783,122741,FALSE,REPUBLICAN
154,1978,ARKANSAS,AR,gen,FALSE,JOHN GRAHAM BLACK,INDEPENDENT,FALSE,37211,517138,FALSE,OTHER
155,1978,ARKANSAS,AR,gen,FALSE,NA,NA,TRUE,113,517138,FALSE,OTHER
156,1978,ARKANSAS,AR,gen,FALSE,DAVID PRYOR,DEMOCRAT,FALSE,395506,517138,FALSE,DEMOCRAT
157,1978,ARKANSAS,AR,gen,FALSE,TOM KELLY,REPUBLICAN,FALSE,84308,517138,FALSE,REPUBLICAN
158,1978,COLORADO,CO,gen,FALSE,JOHN SHUE,NATIONAL STATESMAN,FALSE,2518,819256,FALSE,OTHER
159,1978,COLORADO,CO,gen,FALSE,VEDDER V. DRON,UNITED STATES PARTY,FALSE,5789,819256,FALSE,OTHER
160,1978,COLORADO,CO,gen,FALSE,FLOYD K. HASKELL,DEMOCRAT,FALSE,330148,819256,FALSE,DEMOCRAT
161,1978,COLORADO,CO,gen,FALSE,WILLIAM L. ARMSTRONG,REPUBLICAN,FALSE,480801,819256,FALSE,REPUBLICAN
162,1978,DELAWARE,DE,gen,FALSE,JOSEPH R. BIDEN JR.,DEMOCRAT,FALSE,93930,162072,FALSE,DEMOCRAT
163,1978,DELAWARE,DE,gen,FALSE,DONALD G. GIES,AMERICAN,FALSE,1663,162072,FALSE,OTHER
164,1978,DELAWARE,DE,gen,FALSE,JAMES H. BAXTER JR.,REPUBLICAN,FALSE,66479,162072,FALSE,REPUBLICAN
165,1978,GEORGIA,GA,gen,FALSE,JOHN W. STOKES,REPUBLICAN,FALSE,108808,645128,FALSE,REPUBLICAN
166,1978,GEORGIA,GA,gen,FALSE,SAM NUNN,DEMOCRAT,FALSE,536320,645128,FALSE,DEMOCRAT
167,1978,IDAHO,ID,gen,FALSE,DWIGHT JENSEN,DEMOCRAT,FALSE,89635,284047,FALSE,DEMOCRAT
168,1978,IDAHO,ID,gen,FALSE,JAMES A. MCCLURE,REPUBLICAN,FALSE,194412,284047,FALSE,REPUBLICAN
169,1978,ILLINOIS,IL,gen,FALSE,PATRICIA GROGAN,SOCIALIST WORKERS,FALSE,15922,3184764,FALSE,OTHER
170,1978,ILLINOIS,IL,gen,FALSE,ALEX SMITH,DEMOCRAT,FALSE,1448187,3184764,FALSE,DEMOCRAT
171,1978,ILLINOIS,IL,gen,FALSE,BRUCE LEE GREEN,LIBERTARIAN,FALSE,16320,3184764,FALSE,LIBERTARIAN
172,1978,ILLINOIS,IL,gen,FALSE,NA,NA,TRUE,159,3184764,FALSE,OTHER
173,1978,ILLINOIS,IL,gen,FALSE,CHARLES H. PEREY,REPUBLICAN,FALSE,1698711,3184764,FALSE,REPUBLICAN
174,1978,ILLINOIS,IL,gen,FALSE,GERALD ROSE,SOCIALIST LABOR,FALSE,5465,3184764,FALSE,OTHER
175,1978,IOWA,IA,gen,FALSE,ROGER W. JEPSEN,REPUBLICAN,FALSE,421598,824576,FALSE,REPUBLICAN
176,1978,IOWA,IA,gen,FALSE,BEN L. OLSON,LIBERTARIAN,FALSE,3689,824576,FALSE,LIBERTARIAN
177,1978,IOWA,IA,gen,FALSE,DICK CLARK,DEMOCRAT,FALSE,395066,824576,FALSE,DEMOCRAT
178,1978,IOWA,IA,gen,FALSE,GERALD LEO BAKER,INDEPENDENT,FALSE,4223,824576,FALSE,OTHER
179,1978,KANSAS,KS,gen,FALSE,NANCY LANDON KASSEBAUM,REPUBLICAN,FALSE,403354,748839,FALSE,REPUBLICAN
180,1978,KANSAS,KS,gen,FALSE,JAMES R. MAHER,CONSERVATIVE,FALSE,22497,748839,FALSE,OTHER
181,1978,KANSAS,KS,gen,FALSE,RUSSELL MIKELS,PROHIBITION,FALSE,5386,748839,FALSE,OTHER
182,1978,KANSAS,KS,gen,FALSE,BILL ROY,DEMOCRAT,FALSE,317602,748839,FALSE,DEMOCRAT
183,1978,KENTUCKY,KY,gen,FALSE,NA,NA,TRUE,43,476783,FALSE,OTHER
184,1978,KENTUCKY,KY,gen,FALSE,WALTER D. HUDDLESTON,DEMOCRAT,FALSE,290730,476783,FALSE,DEMOCRAT
185,1978,KENTUCKY,KY,gen,FALSE,LOUIE GUENTHNER JR.,REPUBLICAN,FALSE,175766,476783,FALSE,REPUBLICAN
186,1978,KENTUCKY,KY,gen,FALSE,ANTHONY ALBERT MCCORD,AMERICAN,FALSE,10244,476783,FALSE,OTHER
187,1978,LOUISIANA,LA,gen,FALSE,J. BENNETT JOHNSTON JR.,DEMOCRAT,FALSE,1,1,FALSE,DEMOCRAT
188,1978,MAINE,ME,gen,FALSE,WILLIAM D. HATHAWAY,DEMOCRAT,FALSE,127327,375114,FALSE,DEMOCRAT
189,1978,MAINE,ME,gen,FALSE,JOHN J. JANNACE,INDEPENDENT,FALSE,5553,375114,FALSE,OTHER
190,1978,MAINE,ME,gen,FALSE,WILLIAM S. COHEN,REPUBLICAN,FALSE,212294,375114,FALSE,REPUBLICAN
191,1978,MAINE,ME,gen,FALSE,HAYES E. GAHAGAN,INDEPENDENT,FALSE,27824,375114,FALSE,OTHER
192,1978,MAINE,ME,gen,FALSE,PLATO TRUMAN,INDEPENDENT,FALSE,2116,375114,FALSE,OTHER
193,1978,MASSACHUSETTS,MA,gen,FALSE,OTHER,,FALSE,1833,1985700,FALSE,OTHER
194,1978,MASSACHUSETTS,MA,gen,FALSE,PAUL E. TSONGAS,DEMOCRAT,FALSE,1093283,1985700,FALSE,DEMOCRAT
195,1978,MASSACHUSETTS,MA,gen,FALSE,EDWARD W. BROOKE,REPUBLICAN,FALSE,890584,1985700,FALSE,REPUBLICAN
196,1978,MICHIGAN,MI,gen,FALSE,CARL LEVIN,DEMOCRAT,FALSE,1484193,2846630,FALSE,DEMOCRAT
197,1978,MICHIGAN,MI,gen,FALSE,ROBERT P. GRIFFIN,REPUBLICAN,FALSE,1362165,2846630,FALSE,REPUBLICAN
198,1978,MICHIGAN,MI,gen,FALSE,SCATTER,,FALSE,272,2846630,FALSE,OTHER
199,1978,MINNESOTA,MN,gen,TRUE,BOB SHORT,DEMOCRAT,FALSE,538675,1558376,FALSE,DEMOCRAT
200,1978,MINNESOTA,MN,gen,TRUE,PAUL HELM,AMERICAN,FALSE,45402,1558376,FALSE,OTHER
201,1978,MINNESOTA,MN,gen,FALSE,BRIAN JOHN COYLE,PUBLIC INTEREST INDEPENDENT,FALSE,8083,1580622,FALSE,OTHER
202,1978,MINNESOTA,MN,gen,TRUE,DAVID DURENBERGER,REPUBLICAN,FALSE,957908,1558376,FALSE,REPUBLICAN
203,1978,MINNESOTA,MN,gen,FALSE,JEAN T. BRUST,WORKERS,FALSE,3891,1580622,FALSE,OTHER
204,1978,MINNESOTA,MN,gen,FALSE,WENDELL ANDERSON,DEMOCRAT,FALSE,638375,1580622,FALSE,DEMOCRAT
205,1978,MINNESOTA,MN,gen,FALSE,SAL CARLONE,AMERICAN,FALSE,23261,1580622,FALSE,OTHER
